incident_id,age_num,sex_code,race_id,offense_type_id,location_id
37619282,43.0,F,2.0,35,13
37619282,40.0,M,2.0,35,13
37619283,35.0,M,2.0,27,3
37619284,22.0,M,1.0,51,20
37619285,32.0,F,2.0,51,20
37619286,24.0,M,2.0,51,13
37619286,24.0,M,2.0,16,13
37619287,19.0,M,2.0,51,20
37619288,20.0,M,2.0,45,23
37619289,22.0,M,2.0,51,20
37619289,22.0,M,2.0,5,20
37619292,14.0,F,2.0,49,20
37619293,50.0,F,1.0,46,20
37619295,31.0,M,1.0,45,1
37619296,-1.0,F,0.0,45,23
37619297,-1.0,F,1.0,45,23
37619298,16.0,M,2.0,49,22
37619298,16.0,M,2.0,45,22
37619299,-1.0,U,0.0,21,18
37619300,30.0,M,1.0,49,20
37619300,30.0,M,1.0,45,20
37619300,30.0,M,1.0,49,20
37619300,30.0,M,1.0,45,20
37619301,46.0,M,2.0,23,8
37619301,35.0,M,2.0,23,8
37619302,41.0,M,1.0,49,20
37619302,41.0,M,1.0,5,20
37619303,43.0,M,2.0,5,20
37619304,19.0,F,1.0,5,20
37619305,35.0,M,1.0,36,20
37619306,38.0,F,1.0,45,8
37619307,22.0,M,1.0,45,20
37619308,-1.0,M,2.0,44,46
37619309,-1.0,U,0.0,49,4
37619309,-1.0,U,0.0,5,4
37619312,26.0,M,2.0,51,20
37619313,22.0,M,1.0,23,24
37619314,-1.0,U,0.0,5,22
37619315,35.0,F,1.0,45,3
37619316,33.0,M,2.0,45,23
37619317,36.0,M,1.0,51,20
37619318,52.0,M,2.0,51,20
37619319,13.0,M,2.0,51,20
37619319,13.0,M,2.0,5,20
37619321,30.0,M,2.0,51,46
37619321,22.0,F,1.0,51,46
37619322,22.0,M,2.0,51,20
37619323,34.0,M,2.0,5,20
37619324,1.0,M,2.0,49,20
37619324,1.0,M,2.0,5,20
37619325,-1.0,M,1.0,39,13
37619326,40.0,M,2.0,45,20
37619327,21.0,M,2.0,45,20
37619327,22.0,M,2.0,45,20
37619327,20.0,M,2.0,45,20
37619327,25.0,M,2.0,45,20
37619328,34.0,M,1.0,36,20
37619329,19.0,F,2.0,29,20
37619329,19.0,F,2.0,36,20
37619329,-1.0,M,2.0,29,20
37619329,-1.0,M,2.0,36,20
37619329,17.0,M,2.0,29,20
37619329,17.0,M,2.0,36,20
37619330,13.0,F,1.0,51,20
37619331,-1.0,M,1.0,11,21
37619332,25.0,M,1.0,51,13
37619333,22.0,M,2.0,56,20
37619334,30.0,M,1.0,51,3
37619335,30.0,M,1.0,49,3
37619335,30.0,M,1.0,5,3
37619338,22.0,M,2.0,45,23
37619339,42.0,F,2.0,40,20
37619339,42.0,F,2.0,49,20
37619340,26.0,F,2.0,5,13
37619341,22.0,M,2.0,44,20
37619342,-1.0,M,1.0,45,5
37619344,-1.0,U,0.0,5,20
37619345,-1.0,U,0.0,7,20
37619346,42.0,M,1.0,51,20
37619348,41.0,M,2.0,11,21
37619351,25.0,F,2.0,51,24
37619352,27.0,M,2.0,51,8
37619352,27.0,M,2.0,23,8
37619353,19.0,M,2.0,40,10
37619355,25.0,M,1.0,5,13
37619356,-1.0,U,0.0,49,20
37619356,-1.0,U,0.0,5,20
37619359,35.0,M,2.0,51,23
37619359,35.0,M,2.0,23,23
37619360,27.0,F,2.0,14,18
37619360,27.0,F,2.0,21,18
37619360,27.0,F,2.0,5,18
37620170,44.0,M,1.0,23,8
37620171,15.0,F,2.0,23,12
37620171,19.0,M,2.0,23,12
37620172,-1.0,U,0.0,45,20
37620173,27.0,F,1.0,46,20
37620174,40.0,M,1.0,5,21
37620176,-1.0,M,2.0,40,20
37620176,-1.0,M,2.0,49,20
37620176,-1.0,M,2.0,5,20
37620177,14.0,F,2.0,23,12
37620177,15.0,F,1.0,23,12
37620178,30.0,M,2.0,27,18
37620178,25.0,M,2.0,27,18
37620179,29.0,M,2.0,51,20
37620180,20.0,M,2.0,40,13
37620180,20.0,M,2.0,40,13
37620180,20.0,M,2.0,40,13
37620180,20.0,M,2.0,40,13
37620182,18.0,F,2.0,5,22
37620183,49.0,M,1.0,51,18
37620184,-1.0,M,0.0,27,20
37620184,-1.0,M,0.0,5,20
37620184,-1.0,M,2.0,27,20
37620184,-1.0,M,2.0,5,20
37620184,-1.0,M,2.0,27,20
37620184,-1.0,M,2.0,5,20
37620184,-1.0,M,2.0,27,20
37620184,-1.0,M,2.0,5,20
37620184,-1.0,M,2.0,27,20
37620184,-1.0,M,2.0,5,20
