incident_id,age_num,sex_code,race_id,offense_type_id,location_id
61821448,44.0,M,1.0,2,13
61821449,20.0,M,2.0,51,13
61821450,26.0,M,1.0,51,3
61821450,24.0,F,1.0,51,3
61821451,44.0,M,2.0,51,20
61821452,21.0,M,1.0,51,20
61821452,21.0,M,1.0,5,20
61821453,26.0,M,2.0,51,20
61821454,21.0,M,2.0,51,6
61821455,36.0,F,0.0,46,20
61821456,28.0,F,2.0,51,20
61821457,40.0,M,1.0,16,13
61821460,46.0,F,2.0,5,13
61821461,19.0,M,2.0,39,20
61821462,-1.0,U,0.0,49,20
61821462,-1.0,U,0.0,5,20
61821463,23.0,M,1.0,23,23
61821463,23.0,M,1.0,45,23
61821469,31.0,F,2.0,5,20
61821470,15.0,F,1.0,23,8
61821470,33.0,F,1.0,23,8
61821471,15.0,M,2.0,27,18
61821472,16.0,F,2.0,51,20
61821473,14.0,M,2.0,27,20
61821473,14.0,M,2.0,5,13
61821474,-1.0,U,0.0,21,20
61821475,20.0,M,1.0,51,20
61821476,44.0,M,2.0,27,20
61821477,12.0,F,1.0,51,11
61821477,15.0,F,2.0,51,11
61821477,14.0,F,2.0,51,11
61821477,16.0,F,2.0,51,11
61821478,20.0,F,2.0,51,20
61821478,20.0,F,2.0,44,20
61821479,-1.0,U,0.0,49,20
61821482,24.0,M,1.0,39,13
61821483,24.0,M,2.0,51,13
61821484,-1.0,M,0.0,27,18
61821485,64.0,M,1.0,51,20
61821487,27.0,F,1.0,51,20
61821488,22.0,M,2.0,51,20
61821489,49.0,M,2.0,51,20
61821490,22.0,M,2.0,5,20
61821492,23.0,F,2.0,51,4
61821493,30.0,M,2.0,16,13
61821494,23.0,F,1.0,49,24
61821494,23.0,F,1.0,5,24
61821494,23.0,M,2.0,49,24
61821494,23.0,M,2.0,5,24
61821496,29.0,F,2.0,45,23
61821497,22.0,M,2.0,11,13
61821498,24.0,M,2.0,44,20
61821499,22.0,F,2.0,51,20
61821500,37.0,M,2.0,27,20
61821501,-1.0,U,0.0,21,13
61821502,37.0,M,2.0,40,18
61821502,31.0,F,2.0,40,18
61821503,22.0,M,2.0,49,20
61821503,22.0,M,2.0,5,20
61821504,-1.0,U,0.0,21,20
61821505,28.0,M,2.0,5,20
61821506,50.0,M,1.0,40,18
61821506,50.0,M,1.0,5,18
61821506,25.0,M,1.0,40,18
61821506,25.0,M,1.0,5,18
61821507,-1.0,F,0.0,44,20
61821508,17.0,F,2.0,51,20
61821509,54.0,M,1.0,23,12
61821511,24.0,M,1.0,27,20
61821511,19.0,M,1.0,27,20
61821512,25.0,M,1.0,51,20
61821513,39.0,M,1.0,27,20
61821514,59.0,M,2.0,27,20
61821515,15.0,M,2.0,51,20
61821516,16.0,M,2.0,40,21
61821516,18.0,M,2.0,40,21
