offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
62904292,61855307,56,C,20,,,
62875805,61829291,45,C,20,,,
62875807,61829295,16,C,22,,,
62871096,61829343,56,C,20,,,
62876565,61829355,49,C,20,0,F,
62876566,61829355,5,C,20,,,
62865013,61827297,5,C,13,,,
62869866,61827324,45,C,20,,,
62866219,61827326,46,C,20,,,
62865016,61827327,5,C,20,,,
62870262,61827328,14,C,18,,,
62873453,61827362,45,C,20,,,
62864736,61827366,41,C,20,,,
62869880,61827409,14,C,20,,,
62870640,61827424,46,C,20,,,
62874959,61827436,45,C,14,,,
62874960,61827436,11,C,14,,,
62874961,61827436,46,C,14,,,
62871036,61827441,49,C,20,0,N,
62866737,61822508,51,C,20,,,
62865338,61822509,40,A,18,,,
62865192,61822510,5,C,20,,,
62863632,61822511,51,C,20,,,
62865339,61822512,5,C,20,,,
62865193,61822513,49,C,20,0,F,
62865194,61822513,5,C,20,,,
62865340,61822514,5,C,18,,,
62864129,61822515,5,C,13,,,
62865341,61822516,14,C,20,,,
62865342,61822516,45,C,20,,,
62864130,61822517,45,C,23,,,
62863633,61822518,49,C,20,0,F,
62863634,61822518,5,C,20,,,
62864131,61822519,51,C,14,,,
62863635,61822520,45,C,23,,,
62865195,61822521,45,C,20,,,
62863843,61822522,5,C,20,,,
62863844,61822523,14,C,18,,,
62863845,61822523,5,C,18,,,
62863636,61822524,45,C,20,,,
62865570,61822525,51,C,13,,,
62865343,61822526,5,C,20,,,
62866738,61822527,21,C,13,,,
62863637,61822528,23,C,8,,,
62864132,61822529,23,C,8,,,
62865344,61822530,49,C,20,0,N,
62865571,61822531,51,C,20,,,
62866739,61822532,5,C,20,,,
62865345,61822533,51,C,13,,,
62865196,61822534,51,C,20,,,
62863638,61822535,39,C,13,,,
62865197,61822536,45,C,3,,,
62865198,61822537,16,C,46,,,
62863846,61822538,27,C,17,,,
62863847,61822538,5,C,17,,,
62864133,61822539,51,C,3,,,
62863848,61822540,5,C,20,,,
62865199,61822541,51,C,20,,,
62863849,61822542,51,C,3,,,
62865200,61822543,51,C,13,,,
62865201,61822543,2,C,13,,,
62865202,61822544,39,C,13,,,
62865346,61822545,16,C,20,,,
