arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
9632786,36400683,1,06-180410,2006-11-20 00:00:00,3,N,7,5,34,M,1,2,R,,,,,
8885796,33741010,1,06-051337,2006-04-15 00:00:00,1,N,51,5,30,M,2,2,R,,,,,
8890198,33757118,1,06-073605,2006-05-24 00:00:00,1,N,51,5,21,M,2,2,R,,,,,
8878161,33712303,1,06-009914,2006-01-22 00:00:00,1,N,51,5,26,M,2,2,R,,,,,
8878094,33711315,1,06-008088,2006-01-18 00:00:00,1,N,51,5,22,M,2,2,R,,,,,
8882527,33724720,1,06-028982,2006-03-04 00:00:00,2,N,51,5,14,M,1,2,R,H,,,,
9633936,36406516,1,06-188495,2006-12-06 00:00:00,1,N,51,5,15,M,2,2,R,R,,,,
9632882,36403590,1,06-183975,2006-11-27 00:00:00,1,N,51,5,48,F,2,2,R,,,,,
9632840,36402592,1,06-182266,2006-11-23 00:00:00,1,N,51,5,33,M,2,2,R,,,,,
9631772,36398773,1,06-178073,2006-11-15 00:00:00,1,N,51,5,23,M,2,2,R,,,,,
9633885,36405521,1,06-186817,2006-12-02 00:00:00,1,N,51,5,17,F,2,2,R,R,,,,
9632792,36400716,1,06-180576,2006-11-20 00:00:00,1,N,51,5,11,M,2,2,R,R,,,,
9632783,36400680,1,06-180407,2006-11-20 00:00:00,1,N,51,5,27,M,2,2,R,,,,,
9631743,36398641,1,06-177060,2006-11-13 00:00:00,1,N,51,5,37,M,2,2,R,,,,,
9631739,36397805,1,06-176956,2006-11-13 00:00:00,1,N,51,5,24,M,2,2,R,,,,,
9631738,36397802,3,06-176935,2006-11-13 00:00:00,1,N,51,5,17,F,2,2,R,R,,,,
9630684,36394848,2,06-172477,2006-11-05 00:00:00,1,N,51,5,24,F,2,2,R,,,,,
9630660,36394767,1,06-171801,2006-11-04 00:00:00,1,N,51,5,24,M,2,2,R,,,,,
9630656,36394747,1,06-171609,2006-11-03 00:00:00,1,N,51,5,25,M,2,2,R,,,,,
9636186,36414296,1,06-199422,2006-12-29 00:00:00,1,N,51,5,29,F,2,2,R,,,,,
9636178,36414249,1,06-198973,2006-12-28 00:00:00,1,N,51,5,13,F,2,2,R,R,,,,
9632922,36404576,1,06-185400,2006-11-29 00:00:00,1,N,51,5,32,M,2,2,R,,,,,
9636161,36413363,3,06-198327,2006-12-26 00:00:00,1,N,51,5,15,M,2,2,R,R,,,,
9636160,36413363,2,06-198327,2006-12-26 00:00:00,1,N,51,5,14,M,2,2,R,R,,,,
9636159,36413363,1,06-198327,2006-12-26 00:00:00,1,N,51,5,13,F,2,2,R,R,,,,
9636156,36413355,1,06-198232,2006-12-26 00:00:00,1,N,51,5,39,M,2,2,R,,,,,
9636139,36413239,1,06-197322,2007-06-05 00:00:00,1,N,51,5,26,M,2,2,R,,,,,
9636136,36413233,1,06-197255,2007-06-05 00:00:00,1,N,51,5,30,M,2,2,R,,,,,
9635082,36410317,1,06-193300,2006-12-15 00:00:00,1,N,51,5,18,M,2,2,R,,,,,
9634000,36407460,1,06-189572,2006-12-08 00:00:00,1,N,51,5,13,F,2,2,R,R,,,,
8889183,33754300,1,06-070596,2006-05-19 00:00:00,1,N,51,5,18,M,5,1,R,,,,,
9632767,36400610,2,06-179855,2006-11-18 00:00:00,1,N,51,5,26,M,2,2,R,,,,,
9630616,36393827,1,06-170367,2006-11-01 00:00:00,1,N,51,5,23,M,2,2,R,,,,,
9630587,36392865,2,06-169134,2006-10-30 00:00:00,1,N,51,5,15,M,2,2,R,H,,,,
