offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
35222665,33724612,45,C,20,,,
35222675,33724655,56,C,20,,,
35235522,33733378,41,C,20,,,
35220268,33728457,5,C,6,,,
35220448,33724713,44,C,20,,,
35228643,33732309,5,C,20,,,
35223347,33726566,45,C,12,,,
35223348,33726566,11,C,12,,,
35234703,33736176,45,C,20,,,
35223429,33729410,2,C,20,,,
35224243,33731335,49,C,20,0,N,
35265058,33761998,45,C,20,,,
35234488,33731430,44,C,20,,,
35231501,33731441,45,C,25,,,
35232800,33731452,2,C,6,,,
35227593,33733311,45,C,12,,,
35227594,33733311,11,C,12,,,
35273227,33768832,56,C,20,,,
35249343,33747738,2,C,25,,,
35231560,33734257,46,C,20,,,
35249335,33746905,46,C,20,,,
35242754,33742048,45,C,24,,,
35246136,33742096,39,C,22,,,
35230551,33737262,45,C,20,,,
35262901,33757256,45,C,5,,,
35222556,33725680,45,C,12,,,
35222557,33725680,11,C,12,,,
35197535,33705576,51,C,20,,,
35211650,33716159,51,C,25,,,
35204593,33716160,11,C,20,,,
35211651,33716163,23,C,7,,,
35207397,33716192,36,C,20,,,
35200146,33708356,16,C,18,,,
35200147,33708356,35,C,18,,,
35199092,33708357,16,C,18,,,
35199093,33708357,35,C,18,,,
35199593,33708358,5,C,2,,,
35203409,33708359,5,C,20,,,
35204538,33715101,5,C,20,,,
35211511,33715102,49,C,20,0,N,
35204539,33715103,51,C,20,,,
35204540,33715103,20,C,20,,,
35204472,33715104,5,C,20,,,
35204473,33715105,5,C,20,,,
35205841,33715106,7,C,13,,,
35205842,33715106,5,C,13,,,
35205843,33715107,16,C,14,,,
35207356,33715108,51,C,20,,,
35207357,33715109,49,C,20,0,F,
35207358,33715109,5,C,20,,,
35204474,33715110,45,C,20,,,
35204541,33715111,16,C,13,,,
35207359,33715112,45,C,23,,,
35204542,33715113,49,C,20,0,F,
35204543,33715113,5,C,20,,,
35211512,33715114,40,C,13,,,
35204475,33715115,40,A,13,,,
35207483,33715116,5,C,5,,,
35205844,33715117,5,C,20,,,
35205845,33715118,51,C,20,,,
35205846,33715118,45,C,20,,,
35207484,33715119,51,C,20,,,
35211614,33715209,51,C,22,,,
35205863,33715210,45,C,23,,,
35205911,33715211,16,C,18,,,
35205912,33715211,35,C,18,,,
35211615,33715212,45,C,20,,,
35211528,33715213,51,C,22,,,
35207369,33715214,45,C,23,,,
35207370,33715215,45,C,24,,,
35205913,33715216,49,C,20,0,F,
35205914,33715216,5,C,20,,,
35207499,33715217,51,C,20,,,
35207500,33715217,5,C,20,,,
35207501,33715218,16,C,15,,,
35207502,33715219,51,C,18,,,
35207503,33715219,44,C,18,,,
35207504,33715219,39,C,18,,,
35205864,33715220,7,C,13,,,
35205865,33715220,5,C,13,,,
35204562,33715221,5,C,13,,,
35205915,33715222,23,C,24,,,
35204563,33715223,51,C,20,,,
35211616,33715224,27,C,20,,,
35204564,33715225,51,C,20,,,
35211617,33715226,45,C,20,,,
35211529,33715227,23,C,8,,,
35204565,33715228,49,C,25,0,F,
35204566,33715228,5,C,25,,,
35211618,33715229,27,C,20,,,
35211530,33715230,5,C,18,,,
35211531,33715231,7,C,13,,,
35205866,33715232,16,C,25,,,
35207371,33715233,14,C,18,,,
35207372,33715233,5,C,18,,,
