offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
37839802,33724612,0,,,,,,,,
37839852,33724655,1,5,27,M,2,,,,
37850657,33733378,1,5,24,F,2,,,,
37843535,33728457,1,5,14,M,1,,,,
37839918,33724713,1,5,19,F,1,,,,
37848825,33732309,0,,,,,,,,
37841711,33726566,1,5,19,M,1,,,,
37854147,33736176,0,,,,,,,,
37845207,33729410,0,,,,,,,,
37847100,33731335,0,,,,,,,,
37884863,33761998,0,,,,,,,,
37848732,33731430,1,5,27,F,1,,,,
37848743,33731441,0,,,,,,,,
37848759,33731452,1,5,35,M,1,,,,
37850575,33733311,0,,,,,,,,
37893892,33768832,1,5,28,M,1,,,,
37867165,33747738,1,5,38,M,1,,,,
37850752,33734257,0,,,,,,,,
37867121,33746905,1,4,,U,0,,,,
37861510,33742048,1,5,19,F,2,,,,
37861582,33742096,1,5,13,M,2,,,,
37855991,33737262,1,5,48,M,1,,,,
37879395,33757256,1,5,28,M,1,,,,
37841597,33725680,0,,,,,,,,
37816611,33705576,1,5,24,M,2,,,,
37829394,33716159,1,5,45,M,1,,,,
37829395,33716160,1,5,19,M,2,,,,
37829398,33716163,1,5,26,F,1,,,,
37830944,33716192,1,5,23,M,1,,,,
37820098,33708356,2,5,18,M,1,,,,
37820097,33708356,1,5,20,M,1,,,,
37820100,33708357,2,5,18,M,1,,,,
37820099,33708357,1,5,20,M,1,,,,
37820101,33708358,1,5,50,U,0,,,,
37820102,33708359,0,,,,,,,,
37827564,33715101,0,,,,,,,,
37827565,33715102,1,4,,U,0,,,,
37827566,33715103,1,5,31,M,1,,,,
37827567,33715104,0,,,,,,,,
37827568,33715105,1,5,27,F,1,,,,
37827569,33715106,0,,,,,,,,
37827570,33715107,1,5,28,M,1,,,,
37827571,33715108,1,5,60,M,2,,,,
37827572,33715109,1,5,28,M,2,,,,
37827573,33715110,1,5,48,F,2,,,,
37827574,33715110,2,5,45,M,2,,,,
37827576,33715111,2,5,19,F,2,,,,
37827575,33715111,1,5,25,M,2,,,,
37827577,33715112,1,5,20,M,1,,,,
37827578,33715113,1,5,30,F,2,,,,
37827579,33715114,1,5,18,M,0,,,,
37827580,33715115,1,5,20,F,1,,,,
37827581,33715116,1,4,,M,2,,,,
37827582,33715117,0,,,,,,,,
37827583,33715118,1,5,20,F,2,,,,
37827584,33715119,1,5,33,F,2,,,,
37829204,33715209,1,5,15,F,2,,,,
37829205,33715210,1,4,,M,0,,,,
37829206,33715211,1,5,23,M,1,,,,
37829207,33715212,1,5,30,F,2,,,,
37829208,33715213,1,5,12,M,2,,,,
37829209,33715214,1,4,,M,1,,,,
37829210,33715215,1,5,23,M,1,,,,
37829211,33715216,1,4,,U,0,,,,
37829212,33715217,1,5,17,M,1,,,,
37829213,33715218,1,5,32,M,2,,,,
37829214,33715219,1,5,18,M,2,,,,
37829215,33715220,0,,,,,,,,
37829216,33715221,0,,,,,,,,
37829217,33715222,1,5,15,F,2,,,,
37829218,33715223,1,5,15,M,1,,,,
37829219,33715224,1,5,33,F,1,,,,
37829220,33715225,1,5,22,M,2,,,,
37829221,33715226,1,5,26,M,2,,,,
37829226,33715227,5,5,18,F,2,,,,
37829225,33715227,4,5,17,F,2,,,,
37829224,33715227,3,5,17,F,2,,,,
37829223,33715227,2,5,16,F,2,,,,
37829222,33715227,1,5,17,F,2,,,,
37829227,33715228,1,4,,M,2,,,,
37829229,33715229,2,5,26,M,1,,,,
37829228,33715229,1,5,26,M,2,,,,
37829230,33715230,0,,,,,,,,
37829231,33715231,0,,,,,,,,
37829232,33715232,1,5,29,M,2,,,,
37829233,33715233,0,,,,,,,,
37829234,33715234,0,,,,,,,,
37829235,33715235,1,5,43,M,1,,,,
37829236,33715236,1,5,29,M,2,,,,
37829237,33715237,1,5,52,M,2,,,,
37829239,33715239,1,4,,M,1,,,,
37829240,33715240,1,5,46,M,2,,,,
37829242,33715242,0,,,,,,,,
37829246,33715246,0,,,,,,,,
37823697,33711242,0,,,,,,,,
37823698,33711243,1,5,19,M,2,,,,
37823699,33711244,1,5,19,F,1,,,,
37823701,33711244,3,5,25,M,1,,,,
37823700,33711244,2,5,26,F,1,,,,
37823702,33711245,0,,,,,,,,
37823706,33711246,4,5,25,M,2,,,,
37823705,33711246,3,5,25,M,2,,,,
37823703,33711246,1,5,20,M,2,,,,
37823704,33711246,2,5,25,M,2,,,,
37823707,33711247,0,,,,,,,,
37823708,33711248,1,5,19,F,1,,,,
37823709,33711249,1,5,22,M,1,,,,
37823710,33711250,1,4,,F,1,,,,
37823712,33711251,2,5,23,F,2,,,,
37823711,33711251,1,5,74,M,2,,,,
37823713,33711252,1,5,60,M,1,,,,
37823714,33711253,1,5,26,M,1,,,,
37823715,33711254,1,5,19,M,1,,,,
37823718,33711254,4,5,19,M,1,,,,
37823717,33711254,3,5,17,M,1,,,,
37823716,33711254,2,5,21,M,1,,,,
37823719,33711255,1,5,35,F,2,,,,
37823720,33711256,1,5,44,M,1,,,,
37823721,33711257,1,4,,U,0,,,,
37823723,33711258,2,5,44,M,1,,,,
37823722,33711258,1,5,45,M,1,,,,
37823725,33711259,2,5,39,M,1,,,,
37823727,33711259,4,5,46,M,1,,,,
37823726,33711259,3,5,40,M,1,,,,
37823724,33711259,1,5,40,M,1,,,,
37823728,33711260,0,,,,,,,,
37823729,33711261,0,,,,,,,,
37823730,33711262,0,,,,,,,,
37823731,33711263,0,,,,,,,,
37823732,33711264,0,,,,,,,,
37823733,33711265,1,5,33,F,1,,,,
37823734,33711266,1,5,42,M,1,,,,
37823735,33711267,0,,,,,,,,
37823736,33711268,1,5,17,F,1,,,,
37823737,33711269,0,,,,,,,,
37823738,33711270,0,,,,,,,,
37823739,33711271,1,5,28,F,2,,,,
37823740,33711272,1,4,,U,0,,,,
37823743,33711273,3,5,18,M,2,,,,
37823742,33711273,2,5,20,M,2,,,,
37823741,33711273,1,5,17,M,2,,,,
37823744,33711274,1,5,41,M,2,,,,
37831213,33718027,1,5,22,F,2,,,,
37831224,33718037,1,5,10,M,1,,,,
37831234,33718045,2,4,,F,1,,,,
37831233,33718045,1,4,,F,1,,,,
37816672,33706431,1,4,,U,0,,,,
37816673,33706432,0,,,,,,,,
37816674,33706433,0,,,,,,,,
37816675,33706434,1,5,44,F,2,,,,
37816677,33706435,2,5,27,M,2,,,,
37816676,33706435,1,5,40,M,2,,,,
37816678,33706436,1,5,30,M,2,,,,
37816679,33706437,1,5,34,M,1,,,,
37816680,33706438,1,4,,U,0,,,,
37816681,33706439,1,5,29,M,1,,,,
37816682,33706440,1,5,40,F,2,,,,
37816683,33706441,1,4,,U,0,,,,
37816684,33706442,1,5,23,M,2,,,,
37816685,33706443,1,5,19,M,2,,,,
37816686,33706444,1,5,23,M,2,,,,
37816688,33706445,2,5,25,M,1,,,,
37816687,33706445,1,5,25,M,1,,,,
37816689,33706446,0,,,,,,,,
37816690,33706447,1,5,26,M,2,,,,
37816691,33706448,1,5,25,M,2,,,,
37816692,33706449,0,,,,,,,,
37816693,33706450,1,5,19,F,1,,,,
37818195,33706451,1,4,,U,0,,,,
37818196,33706452,1,5,33,M,2,,,,
37818198,33706454,1,5,27,F,1,,,,
37818199,33706455,0,,,,,,,,
37818202,33706456,3,5,27,F,1,,,,
37818201,33706456,2,5,27,F,1,,,,
37818200,33706456,1,5,27,F,1,,,,
37818203,33706457,0,,,,,,,,
37818204,33706458,1,5,23,M,1,,,,
37818205,33706459,0,,,,,,,,
37818206,33706460,0,,,,,,,,
37818207,33706461,1,5,25,M,1,,,,
37818208,33706462,1,5,17,F,1,,,,
37818209,33706463,1,5,18,M,1,,,,
37818210,33706464,1,5,45,M,2,,,,
37818211,33706465,1,5,25,F,2,,,,
37818212,33706466,0,,,,,,,,
37818213,33706467,1,5,27,M,2,,,,
37818214,33706468,1,4,,M,2,,,,
37818215,33706469,1,4,,U,0,,,,
37818221,33706470,6,5,14,M,2,,,,
37818220,33706470,5,5,34,M,2,,,,
37818219,33706470,4,5,24,M,2,,,,
37818218,33706470,3,5,20,M,2,,,,
37818217,33706470,2,5,19,M,2,,,,
37818216,33706470,1,5,15,M,2,,,,
37818222,33706471,0,,,,,,,,
37818223,33706472,1,4,,U,0,,,,
37818224,33706473,0,,,,,,,,
37818225,33706474,1,5,22,M,1,,,,
37818226,33706475,1,4,,M,0,,,,
37818227,33706476,1,5,30,M,2,,,,
37818228,33706477,0,,,,,,,,
37818229,33706478,1,5,25,M,2,,,,
37818230,33706479,1,5,51,M,2,,,,
37818231,33706480,1,5,18,F,2,,,,
37818232,33706481,1,4,,U,0,,,,
37818234,33706482,2,5,22,M,2,,,,
37818233,33706482,1,5,22,M,2,,,,
37818235,33706483,1,5,20,U,0,,,,
37818236,33706484,1,5,20,M,1,,,,
