incident_id,age_num,sex_code,race_id,offense_type_id,location_id
33705466,34.0,M,2.0,27,20
33705466,34.0,M,2.0,5,20
33705466,34.0,M,2.0,16,46
33705468,34.0,M,1.0,49,20
33705468,34.0,M,1.0,5,20
33705469,23.0,M,2.0,49,23
33705469,23.0,M,2.0,5,23
33705469,24.0,M,2.0,49,23
33705469,24.0,M,2.0,5,23
33705470,17.0,M,1.0,27,13
33705470,17.0,M,1.0,51,13
33705470,17.0,M,1.0,16,13
33705470,17.0,M,1.0,39,13
33705470,15.0,M,1.0,27,13
33705470,15.0,M,1.0,51,13
33705470,15.0,M,1.0,16,13
33705470,15.0,M,1.0,39,13
33705471,36.0,M,1.0,24,20
33705471,62.0,M,1.0,24,20
33705471,44.0,M,1.0,24,20
33705471,27.0,M,1.0,24,20
33705471,69.0,M,1.0,24,20
33705471,38.0,M,1.0,24,20
33705471,60.0,M,1.0,24,20
33705471,57.0,M,1.0,24,20
33705471,60.0,M,1.0,24,20
33705472,60.0,M,2.0,16,20
33705473,44.0,F,1.0,45,20
33705474,35.0,M,1.0,51,20
33705475,35.0,M,1.0,11,25
33705476,27.0,M,1.0,11,2
33705477,23.0,F,2.0,5,25
33705478,32.0,M,1.0,11,2
33705479,26.0,M,2.0,39,11
33705480,40.0,M,1.0,36,20
33705481,25.0,M,2.0,51,20
33705482,23.0,M,1.0,11,15
33705483,65.0,M,2.0,27,25
33705484,-1.0,M,2.0,36,13
33705485,14.0,M,2.0,56,20
33705486,50.0,M,1.0,16,11
33705487,52.0,M,1.0,51,15
33705488,32.0,M,2.0,49,20
33705489,37.0,M,1.0,51,20
33705490,22.0,M,2.0,27,20
33705491,32.0,M,1.0,49,20
33705492,35.0,M,2.0,29,20
33705493,19.0,F,1.0,23,8
33705494,23.0,M,1.0,51,13
33705495,21.0,F,1.0,49,20
33705496,20.0,M,2.0,11,11
33705497,33.0,M,2.0,16,13
33705498,30.0,M,1.0,16,20
33705498,20.0,M,0.0,16,20
33705498,24.0,M,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,48.0,M,1.0,16,20
33705498,22.0,M,1.0,16,20
33705498,30.0,F,1.0,16,20
33705498,30.0,M,1.0,16,20
33705498,30.0,M,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,30.0,F,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,30.0,F,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,34.0,M,1.0,16,20
33705498,30.0,M,1.0,16,20
33705498,30.0,U,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,20.0,M,1.0,16,20
33705498,20.0,F,1.0,16,20
33705498,41.0,F,1.0,16,20
33705498,30.0,F,1.0,16,20
33705498,33.0,M,1.0,16,20
33705498,19.0,M,1.0,16,20
33705498,35.0,M,1.0,16,20
33705498,32.0,M,1.0,16,20
33705498,30.0,M,1.0,16,20
33705498,24.0,M,1.0,16,20
33705498,43.0,M,1.0,16,20
33705499,26.0,M,2.0,11,11
