offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
77593306,70895144,35,C,20,,,
77593307,70895144,39,C,20,,,
77597036,70895151,51,C,20,,,
77597037,70895151,5,C,20,,,
77604825,70904041,51,C,13,,,
77605022,70904042,51,C,41,,,
77600963,70904043,23,C,8,,,
77599501,70904044,5,C,20,,,
77602690,70904045,51,C,18,,,
77599502,70904046,14,A,13,,,
77600964,70904047,29,C,20,,,
77600965,70904047,51,C,20,,,
77600966,70904047,5,C,20,,,
77605023,70904049,49,C,20,0,F,
77605024,70904049,5,C,20,,,
77604826,70904050,51,C,20,,,
77603491,70904051,45,C,20,,,
77603492,70904051,11,C,2,,,
77599503,70904052,5,C,20,,,
77600967,70904053,44,C,25,,,
77600968,70904054,49,C,20,0,N,
77602691,70904055,49,C,20,0,F,
77602692,70904055,5,C,20,,,
77605025,70904056,49,C,20,0,F,
77605026,70904056,5,C,20,,,
77602693,70904057,45,C,23,,,
77594663,70897797,5,C,20,,,
77589071,70897798,51,C,13,,,
77589113,70897799,51,C,20,,,
77589114,70897800,51,C,20,,,
77594664,70897801,40,C,18,,,
77590559,70897802,21,C,13,,,
77585458,70897804,5,C,21,,,
77589072,70897807,51,C,8,,,
77594665,70897808,51,C,20,,,
77597044,70897809,35,C,21,,,
77589115,70897810,27,C,20,,,
77589116,70897810,5,C,20,,,
77593312,70897811,29,C,20,,,
77593313,70897811,51,C,20,,,
77593314,70897811,16,C,20,,,
77593315,70897811,39,C,20,,,
77589117,70897812,51,C,14,,,
77588840,70897813,11,C,20,,,
77585459,70897814,51,C,20,,,
77589118,70897815,45,C,23,,,
77588841,70897816,49,C,8,0,N,
77588842,70897817,5,C,20,,,
77593316,70897818,51,C,20,,,
77593317,70897819,40,C,24,,,
77588843,70897820,23,C,8,,,
77588844,70897821,44,C,20,,,
77585460,70897822,35,C,11,,,
77589073,70897823,44,C,20,,,
77589074,70897823,45,C,20,,,
77589075,70897824,51,C,20,,,
77589119,70897826,45,C,23,,,
77585461,70897827,16,C,20,,,
77597045,70897828,51,C,20,,,
77588845,70897829,21,C,20,,,
77589076,70897830,45,C,13,,,
77593318,70897831,5,C,20,,,
77590560,70897832,8,C,20,,,
77590561,70897833,51,C,20,,,
77589077,70897834,51,C,20,,,
77589078,70897835,5,C,20,,,
77588846,70897836,14,C,20,,,
77588847,70897836,5,C,13,,,
77589079,70897837,51,C,20,,,
77589120,70897838,7,C,20,,,
77597046,70897839,45,C,23,,,
77594666,70897840,16,C,13,,,
77594667,70897841,16,C,13,,,
77590562,70897842,23,C,12,,,
77590563,70897843,23,C,12,,,
77588848,70897844,14,C,18,,,
77588849,70897844,5,C,18,,,
77589080,70897845,14,C,18,,,
77589081,70897845,41,C,23,,,
77589082,70897845,5,C,18,,,
77593319,70897846,14,C,18,,,
77593320,70897846,5,C,18,,,
77597047,70897847,45,C,23,,,
77589121,70897848,51,C,20,,,
77594668,70897849,45,C,23,,,
77593321,70897850,23,C,8,,,
77588850,70897851,51,C,25,,,
77590564,70897852,45,C,18,,,
77588851,70897853,45,C,23,,,
77585462,70897854,44,C,20,,,
77597048,70897855,5,C,18,,,
77590565,70897856,40,C,23,,,
77597049,70897857,5,C,13,,,
77585463,70897858,44,C,20,,,
77585464,70897858,5,C,20,,,
77585465,70897859,28,C,13,,,
77597932,70897860,5,C,20,,,
77594669,70897861,16,C,13,,,
77589083,70897862,5,C,20,,,
77593322,70897863,51,C,20,,,
77597933,70897864,20,C,20,,,
77588852,70897865,35,C,13,,,
77590566,70897866,49,C,20,0,F,
77590567,70897866,5,C,20,,,
77590568,70897867,29,C,29,,,
77597934,70897868,16,C,17,,,
77597935,70897868,35,C,17,,,
77589122,70897869,49,C,20,0,F,
77589123,70897869,5,C,20,,,
77588853,70897870,5,C,20,,,
77590569,70897871,51,C,20,,,
77589124,70897872,45,C,23,,,
77594670,70897873,51,C,20,,,
77594671,70897874,45,C,20,,,
77593323,70897875,51,C,20,,,
77585466,70897876,5,C,18,,,
77594672,70897877,5,C,13,,,
77593324,70897878,14,A,13,,,
77593325,70897878,5,C,13,,,
77590570,70897879,35,C,42,,,
77593326,70897880,45,C,13,,,
77586397,70900518,49,C,12,0,N,
77589797,70900519,23,C,12,,,
77594272,70900520,49,C,20,0,F,
77594273,70900520,5,C,20,,,
77589178,70900521,40,C,7,,,
77589179,70900521,23,C,7,,,
77601702,70900522,49,C,20,0,N,
77601703,70900523,51,C,20,,,
77594745,70900524,21,A,18,,,
77594746,70900525,40,C,13,,,
77589798,70900526,44,C,7,,,
77586398,70900527,40,C,13,,,
77601704,70900528,23,C,8,,,
77601705,70900529,23,C,8,,,
77597988,70900530,45,C,6,,,
77601706,70900531,44,C,20,,,
77586399,70900532,51,C,20,,,
77594747,70900533,35,C,20,,,
77586400,70900534,35,C,13,,,
77597989,70900535,51,C,13,,,
77590039,70900536,49,C,3,0,F,
77590040,70900536,5,C,3,,,
77589799,70900537,51,C,20,,,
77597990,70900538,40,C,20,,,
77601707,70900539,51,C,20,,,
77589180,70900540,51,C,20,,,
77589181,70900541,45,C,21,,,
77589182,70900542,5,C,20,,,
77589800,70900543,49,C,14,1,F,
77589801,70900543,5,C,14,,,
77590041,70900544,7,A,18,,,
77589802,70900545,23,C,12,,,
77594274,70900546,45,C,25,,,
77589803,70900547,51,C,20,,,
77594748,70900548,51,C,20,,,
77586401,70900549,23,C,23,,,
77594749,70900550,51,C,20,,,
77594750,70900550,5,C,20,,,
77589804,70900551,23,C,8,,,
77590042,70900552,40,C,13,,,
77590043,70900552,5,C,13,,,
77589183,70900553,45,C,20,,,
77594751,70900554,14,C,23,,,
77594752,70900554,21,C,23,,,
77589184,70900555,51,C,20,,,
77594753,70900556,5,C,41,,,
77589805,70900557,45,C,41,,,
77601708,70900558,45,C,41,,,
77601709,70900559,56,C,20,,,
77597991,70900560,43,C,20,,,
77597992,70900562,45,C,23,,,
77586402,70900563,51,C,20,,,
77589806,70900564,49,C,20,0,F,
77589807,70900564,45,C,25,,,
77589808,70900564,5,C,20,,,
77594754,70900565,49,C,20,0,N,
77589185,70900566,45,C,23,,,
77586403,70900567,44,C,20,,,
77601710,70900568,45,C,21,,,
77601711,70900568,41,C,21,,,
77597993,70900569,5,C,20,,,
77590044,70900570,51,C,20,,,
77597994,70900571,49,A,20,0,F,
77597995,70900571,5,C,20,,,
77590045,70900572,40,C,18,,,
77589809,70900573,45,C,21,,,
77589810,70900573,41,C,8,,,
77597996,70900574,49,C,20,0,F,
77589811,70900575,21,C,4,,,
77589812,70900576,39,C,20,,,
77594755,70900577,16,C,13,,,
77594756,70900578,49,C,20,0,F,
77594757,70900578,5,C,20,,,
77589813,70900579,36,C,20,,,
77589814,70900580,23,C,7,,,
77589186,70900581,51,C,20,,,
77586404,70900582,51,C,20,,,
77601712,70900583,16,C,13,,,
77601713,70900583,35,C,13,,,
77594275,70900584,14,C,13,,,
77601714,70900585,16,C,13,,,
77601715,70900585,35,C,13,,,
77594276,70900587,51,C,13,,,
77589815,70900588,49,C,20,0,N,
77601716,70900589,45,C,13,,,
77594758,70900590,41,C,20,,,
77589189,70900591,45,C,23,,,
77590046,70900592,51,C,13,,,
77586405,70900593,5,C,13,,,
77601717,70900594,51,C,41,,,
77601718,70900595,49,C,20,0,F,
77601719,70900595,5,C,20,,,
77594759,70900596,45,C,20,,,
77586406,70900597,45,C,23,,,
77597997,70900598,45,C,21,,,
77597998,70900598,41,C,7,,,
77586407,70900599,45,C,20,,,
77603477,70903215,40,C,20,,,
77605008,70903216,39,C,13,,,
77604814,70903217,16,C,13,,,
77604815,70903217,39,C,13,,,
77599487,70903218,2,C,14,,,
77604816,70903219,27,C,13,,,
77605009,70903220,16,C,18,,,
77603478,70903221,49,A,24,0,F,
77602672,70903222,51,C,3,,,
77602673,70903223,51,C,13,,,
77603479,70903224,21,C,13,,,
77599488,70903225,49,C,20,0,F,
77599489,70903225,5,C,20,,,
77605010,70903226,44,C,20,,,
77590115,70903227,51,C,20,,,
77590770,70903228,27,C,20,,,
77603480,70903229,45,C,7,,,
77603481,70903229,5,C,8,,,
77597273,70903230,45,C,4,,,
77603482,70903231,45,C,20,,,
77603483,70903231,41,C,2,,,
77590116,70903232,5,C,20,,,
77590117,70903233,45,C,23,,,
77603484,70903234,14,C,13,,,
77590622,70899665,49,C,20,0,F,
77590623,70899665,5,C,20,,,
77590015,70899666,51,C,20,,,
77590016,70899666,5,C,20,,,
77594721,70899667,49,C,20,0,F,
77594722,70899667,5,C,20,,,
77594723,70899668,21,C,13,,,
77590017,70899669,45,C,3,,,
77594724,70899670,51,C,20,,,
77590018,70899671,51,C,20,,,
77590019,70899671,5,C,20,,,
77593375,70899673,5,C,13,,,
77590020,70899674,14,C,20,,,
77590021,70899674,5,C,20,,,
77589781,70899675,5,C,13,,,
77590624,70899676,14,C,13,,,
77594725,70899677,5,C,13,,,
77589166,70899678,51,C,20,,,
77586380,70899679,5,C,13,,,
77586381,70899680,5,C,13,,,
77586382,70899681,45,C,23,,,
77589782,70899682,49,C,20,0,N,
77586383,70899683,45,C,18,,,
77597976,70899684,5,C,20,,,
77590022,70899685,45,C,20,,,
77597977,70899686,23,C,8,,,
77589783,70899687,49,C,20,0,N,
77590023,70899688,51,C,20,,,
77590625,70899689,51,C,18,,,
77589784,70899690,49,C,20,0,N,
77593376,70899691,51,C,20,,,
77590024,70899692,51,C,20,,,
77589785,70899693,45,C,23,,,
77598190,70905077,45,C,36,,,
77598191,70905077,11,C,36,,,
77604805,70903141,16,C,20,,,
77590100,70903142,40,C,18,,,
77602659,70903143,51,C,13,,,
77602660,70903143,5,C,13,,,
77603464,70903144,27,C,20,,,
77604806,70903145,5,C,20,,,
77590757,70903146,14,C,18,,,
77590758,70903146,21,C,20,,,
77603465,70903147,49,C,20,0,N,
77603466,70903147,5,C,20,,,
77599475,70903148,49,C,20,0,N,
77598033,70903149,51,C,20,,,
77603467,70903150,16,C,13,,,
77590118,70903235,14,C,20,,,
77605011,70903236,44,C,13,,,
77605012,70903236,5,C,13,,,
77603485,70903237,5,C,20,,,
77599490,70903238,45,C,18,,,
77590119,70903239,14,C,20,,,
77590120,70903239,5,C,20,,,
77602674,70903240,49,C,20,0,F,
77602675,70903240,5,C,20,,,
77590771,70903241,45,C,3,,,
77597274,70903242,45,C,23,,,
77604817,70903243,5,C,13,,,
77590772,70903244,45,C,14,,,
77602676,70903245,56,C,20,,,
77600955,70903246,23,C,23,,,
77590121,70903247,49,A,20,0,F,
77599491,70903248,16,C,13,,,
77599492,70903248,35,C,13,,,
77600956,70903249,45,C,23,,,
77600957,70903250,51,C,18,,,
77590122,70903251,5,C,20,,,
77605013,70903252,51,C,46,,,
77604818,70903253,21,C,18,,,
77605014,70903254,23,C,7,,,
77604819,70903255,5,C,30,,,
77591009,70903256,41,C,29,,,
77602677,70903257,41,C,29,,,
77603486,70903258,14,C,25,,,
77603487,70903259,44,C,41,,,
77597275,70903260,16,C,20,,,
77600958,70903261,41,C,24,,,
77604820,70903262,45,C,20,,,
77599493,70903263,27,C,20,,,
77602678,70903264,36,C,20,,,
77603488,70903265,45,C,23,,,
77591010,70903266,45,C,23,,,
77599494,70903267,45,C,23,,,
77604821,70903268,45,C,20,,,
77604822,70903269,49,C,20,0,F,
77599495,70903270,27,C,13,,,
77599496,70903270,5,C,13,,,
77600959,70903271,45,C,20,,,
77602679,70903272,39,C,20,,,
77603489,70903273,45,C,20,,,
77602680,70903274,45,C,23,,,
77597276,70903275,40,A,20,,,
77599497,70903276,14,C,18,,,
77605015,70903277,49,C,20,0,F,
77605016,70903277,5,C,20,,,
77605017,70903278,14,C,13,,,
77605018,70903278,21,C,20,,,
77591011,70903279,35,C,18,,,
77597277,70903280,5,C,18,,,
77591012,70903281,23,C,7,,,
77602681,70903282,51,C,20,,,
77605019,70903283,51,C,20,,,
77605020,70903284,51,C,20,,,
77600960,70903285,51,C,21,,,
77602682,70903286,39,C,13,,,
77597278,70903287,27,C,20,,,
77597279,70903288,16,C,20,,,
77591013,70903289,49,C,20,0,F,
77591014,70903289,5,C,20,,,
77599498,70903290,16,C,13,,,
77602683,70903291,49,C,3,0,F,
77602684,70903291,5,C,3,,,
77599499,70903292,49,C,20,0,F,
77599500,70903292,5,C,20,,,
77591015,70903293,7,C,20,,,
77591016,70903293,21,C,20,,,
77604823,70903294,51,C,20,,,
77602685,70903295,49,C,20,0,F,
77602686,70903295,5,C,20,,,
77603490,70903296,51,C,20,,,
77591017,70903297,23,C,8,,,
77604824,70903298,39,C,41,,,
77591018,70903299,45,C,21,,,
77591019,70903300,45,C,20,,,
77591020,70903300,41,C,25,,,
77602687,70903301,29,C,20,,,
77602688,70903301,51,C,20,,,
77609416,70909523,7,C,18,,,
77612800,70913233,7,C,30,,,
77597963,70899579,49,C,20,0,F,
77597964,70899579,5,C,20,,,
77594709,70899580,5,C,14,,,
77590002,70899581,27,C,20,,,
77590607,70899582,49,C,20,0,N,
77593356,70899583,7,C,18,,,
77589154,70899584,23,C,23,,,
77589155,70899585,45,C,23,,,
77586372,70899586,7,C,13,,,
77590003,70899587,21,C,18,,,
77590608,70899588,45,C,8,,,
77590609,70899588,11,C,8,,,
77590610,70899589,23,C,8,,,
77597965,70899590,39,C,20,,,
77597034,70895046,51,C,20,,,
77597035,70895046,45,C,20,,,
77588836,70895051,51,C,20,,,
77590047,70901348,14,C,18,,,
77590048,70901348,5,C,18,,,
77589816,70901349,49,A,20,0,F,
77589817,70901349,5,C,20,,,
77594760,70901350,7,C,18,,,
77589190,70901351,45,C,23,,,
77594277,70901352,44,C,20,,,
77594278,70901355,5,C,20,,,
77594279,70901356,44,C,20,,,
77590049,70901357,23,C,12,,,
