arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
20079922,70983884,1,13-153519,2013-12-31 00:00:00,1,N,23,5,29,F,2,2,R,,,,,
20079921,70983882,1,13-153441,2013-12-31 00:00:00,1,N,23,5,27,F,2,2,R,,,,,
20079920,70983880,1,13-153429,2013-12-31 00:00:00,1,N,23,5,15,F,2,2,R,R,,,,
20079918,70983872,1,13-153380,2013-12-31 00:00:00,1,N,23,5,43,F,2,2,R,,,,,
20079880,70982947,1,13-151781,2013-12-26 00:00:00,1,N,23,5,23,F,2,2,R,,,,,
20078829,70979270,1,13-145858,2013-12-09 00:00:00,1,N,23,5,46,M,2,2,R,,,,,
20078827,70979263,1,13-145812,2013-12-09 00:00:00,1,N,23,5,43,F,2,2,R,,,,,
20078822,70979246,1,13-145631,2013-12-08 00:00:00,1,N,23,5,19,M,2,2,N,,,,,
20078797,70978371,1,13-144627,2013-12-05 00:00:00,1,N,23,5,14,F,2,2,R,R,,,,
20061334,70916772,1,13-035760,2013-04-02 00:00:00,1,N,23,5,42,M,2,2,N,,,,,
20064532,70925731,1,13-052357,2013-05-11 00:00:00,1,N,23,5,25,M,1,2,R,,,,,
20063515,70923924,2,13-048844,2013-05-03 00:00:00,1,N,23,5,27,F,1,2,R,,,,,
20063514,70923924,1,13-048844,2013-05-03 00:00:00,1,N,23,5,23,F,1,2,N,,,,,
20063497,70923868,1,13-048399,2013-05-02 00:00:00,1,N,23,5,30,F,1,2,R,,,,,
20063496,70923862,1,13-048372,2013-05-02 00:00:00,1,N,23,5,30,F,1,2,R,,,,,
20063475,70923031,1,13-047101,2013-04-29 00:00:00,1,N,23,5,37,F,1,2,R,,,,,
20062400,70920331,2,13-041377,2013-04-16 00:00:00,1,N,23,5,18,M,1,2,N,,,,,
20061374,70917647,1,13-037046,2013-04-05 00:00:00,1,N,23,5,27,F,1,2,R,,,,,
