offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
59448605,52979255,20,C,13,,,
59450807,52979256,20,C,20,,,
59457451,52979331,5,C,13,,,
59448369,52979341,51,C,20,,,
59452478,52979344,27,C,20,,,
59452479,52979346,40,C,20,,,
59457903,52979347,49,C,5,0,F,
59457904,52979347,5,C,5,,,
59457905,52979348,23,C,8,,,
59457908,52979360,44,C,20,,,
59444228,52979366,14,C,18,,,
59444229,52979366,21,C,18,,,
59444250,52981144,46,C,6,,,
59455530,52981146,46,C,20,,,
59455531,52981147,46,C,20,,,
59458241,52981148,43,C,20,,,
59453269,52981149,45,C,20,,,
59453270,52981149,5,C,20,,,
59457945,52981152,27,C,13,,,
59452483,52980174,5,C,20,,,
59444231,52980175,44,C,20,,,
59455739,52980182,23,C,8,,,
59447280,52980183,46,C,20,,,
59458222,52980184,51,C,13,,,
59455496,52980189,49,C,5,0,N,
59457913,52980196,45,C,20,,,
59458225,52980200,45,C,46,,,
59455746,52980212,44,C,20,,,
59457919,52980224,45,C,20,,,
59455760,52980306,56,C,20,,,
59444248,52980316,43,C,20,,,
59457942,52980326,45,C,20,,,
59457943,52980327,36,C,20,,,
59306382,52869095,51,C,20,,,
59307475,52869107,51,C,20,,,
59314364,52876941,35,C,20,,,
59316053,52876942,35,C,13,,,
59331046,52876943,51,C,20,,,
59313014,52876944,51,C,20,,,
59313015,52876944,5,C,20,,,
59322646,52876945,51,C,46,,,
59331047,52876946,51,C,20,,,
59331048,52876946,5,C,20,,,
59314416,52878925,49,A,20,0,N,
59314417,52878925,5,C,20,,,
59314418,52878926,51,C,20,,,
59318474,52878927,45,C,22,,,
59324876,52878929,5,C,20,,,
59314419,52878932,41,C,2,,,
59331881,52878934,5,C,20,,,
59328000,52877894,23,C,8,,,
59313038,52877895,45,C,11,,,
59331063,52877896,45,C,3,,,
59317158,52877897,45,C,20,,,
59317159,52877897,11,C,20,,,
59331064,52877898,41,C,20,,,
59313039,52877899,45,C,25,,,
59316073,52877900,49,C,20,0,N,
59316074,52877901,51,C,20,,,
59331065,52877902,45,C,22,,,
59317160,52877903,45,C,12,,,
59318442,52877904,45,C,23,,,
59313040,52877906,45,C,23,,,
59316075,52877907,49,C,20,0,F,
59316076,52877907,5,C,20,,,
59316077,52877908,16,C,22,,,
59313041,52877909,51,C,13,,,
59318443,52877911,45,C,20,,,
59331066,52877912,5,C,20,,,
59316078,52877913,44,C,20,,,
59316079,52877913,45,C,20,,,
59328001,52877914,51,C,8,,,
59318444,52877915,51,C,20,,,
59318445,52877916,5,C,18,,,
59313042,52877917,5,C,18,,,
59314380,52877918,51,C,13,,,
59314381,52877919,49,C,8,0,N,
59316080,52877920,27,C,20,,,
59331067,52877921,51,C,22,,,
59331068,52877921,24,C,22,,,
59328002,52877922,51,C,20,,,
59313043,52877923,49,A,20,0,F,
59313044,52877923,5,C,20,,,
59318446,52877924,16,C,13,,,
59317163,52877925,49,C,20,0,N,
59328003,52877926,44,C,20,,,
59317164,52877927,44,C,20,,,
59314382,52877928,49,C,20,0,F,
59314383,52877928,5,C,20,,,
59314384,52877929,27,C,20,,,
59314385,52877929,51,C,20,,,
59314386,52877929,5,C,20,,,
59328004,52877930,45,C,20,,,
59316081,52877931,49,A,20,0,N,
59316082,52877932,27,C,20,,,
59313045,52877933,45,C,8,,,
59317165,52877934,27,C,13,,,
59317166,52877934,39,C,13,,,
59313046,52877935,51,C,13,,,
59313047,52877935,5,C,3,,,
59313048,52877936,5,C,18,,,
59317167,52877937,51,C,20,,,
59328005,52877938,45,C,20,,,
59314387,52877939,51,C,20,,,
59331069,52877940,51,C,20,,,
59314388,52877941,51,C,18,,,
59314389,52877942,27,C,13,,,
59314390,52877942,5,C,13,,,
59317168,52877943,51,C,20,,,
59317169,52877943,5,C,20,,,
59318447,52877944,2,C,20,,,
59313049,52877945,14,C,13,,,
59313050,52877945,5,C,13,,,
59316083,52877946,51,C,20,,,
59316084,52877946,5,C,20,,,
59328006,52877947,51,C,13,,,
59316085,52877948,7,C,18,,,
59317170,52877949,51,C,20,,,
59317171,52877949,5,C,20,,,
59331070,52877950,27,C,13,,,
59331071,52877951,49,A,20,0,F,
59331072,52877951,5,C,20,,,
59317172,52877952,5,C,18,,,
59317173,52877953,45,C,20,,,
59317174,52877953,5,C,20,,,
59313051,52877954,7,C,18,,,
59316086,52877955,51,C,20,,,
59329869,52886617,11,A,2,,,
59365804,52906234,45,C,25,,,
59365805,52906234,41,C,7,,,
59307473,52868160,51,C,13,,,
59322095,52868175,51,C,20,,,
59322096,52868175,16,C,20,,,
59322097,52868175,39,C,20,,,
59316087,52877956,5,C,18,,,
59328007,52877957,45,C,23,,,
59316088,52877958,39,C,20,,,
59342726,52894434,45,C,20,,,
59329918,52887679,41,C,25,,,
59313574,52875913,27,C,3,,,
59316345,52875914,7,C,20,,,
59316346,52875914,5,C,20,,,
59317624,52875915,56,C,20,,,
59313575,52875916,45,C,8,,,
59312976,52875917,39,C,20,,,
59312977,52875918,51,C,20,,,
59313576,52875919,51,C,20,,,
59317625,52875920,49,C,25,0,F,
59317626,52875920,5,C,25,,,
59322601,52875921,51,C,20,,,
59312978,52875922,46,A,2,,,
59313577,52875923,45,C,23,,,
59322995,52875924,5,C,20,,,
59322602,52875925,14,C,13,,,
59316347,52875926,45,C,24,,,
59313578,52875927,23,C,8,,,
59322996,52875928,45,C,23,,,
59312979,52875929,51,C,22,,,
59316020,52875930,23,C,8,,,
59313579,52875931,51,C,22,,,
59312980,52875932,23,C,8,,,
59312981,52875933,45,C,23,,,
59312982,52875934,27,C,20,,,
59322997,52875935,35,C,13,,,
59316021,52875936,45,C,20,,,
59322603,52875937,51,C,18,,,
59322604,52875937,45,C,18,,,
59316022,52875938,49,C,20,0,F,
59316023,52875938,5,C,20,,,
59322998,52875939,51,C,20,,,
59312983,52875940,51,C,3,,,
59322999,52875941,39,C,20,,,
59316348,52875942,40,C,13,,,
59313580,52875943,16,C,23,,,
59323000,52875944,50,C,24,,,
59316024,52875945,51,C,13,,,
59322605,52875946,45,C,20,,,
59312984,52875948,49,C,20,0,F,
59312985,52875948,5,C,20,,,
59322606,52875949,41,C,20,,,
59323001,52875950,51,C,20,,,
59322607,52875951,7,C,13,,,
59316025,52875952,49,C,20,0,N,
59316026,52875952,5,C,20,,,
59313582,52875953,51,C,22,,,
59316027,52875955,49,C,20,0,N,
59323002,52875956,45,C,8,,,
59323003,52875956,2,C,8,,,
59323004,52875956,46,C,20,,,
59322608,52875957,49,C,20,0,N,
59312986,52875958,44,C,21,,,
59322609,52875959,16,C,20,,,
59323005,52875960,45,C,25,,,
59322610,52875961,5,C,22,,,
59316349,52875962,45,C,23,,,
59316350,52875964,45,C,23,,,
59317627,52875965,45,C,23,,,
59322181,52874850,51,C,20,,,
59309944,52874851,45,C,11,,,
59309945,52874852,14,C,18,,,
59309946,52874852,5,C,18,,,
59317583,52874853,27,C,20,,,
59321803,52874854,27,C,20,,,
59321804,52874854,5,C,20,,,
59322182,52874855,27,C,20,,,
59322183,52874855,5,C,20,,,
59321805,52874856,27,C,13,,,
59321806,52874856,5,C,13,,,
59316304,52874857,5,C,13,,,
59309947,52874858,14,C,20,,,
59321807,52874859,14,C,20,,,
59321808,52874859,5,C,20,,,
59322184,52874860,44,C,13,,,
59315210,52874861,49,C,20,0,F,
59315211,52874861,5,C,20,,,
59315212,52874862,8,C,20,,,
59312165,52874863,23,C,8,,,
59312166,52874864,49,C,20,0,N,
59321809,52874865,23,C,8,,,
59321810,52874866,45,C,25,,,
59312167,52874867,51,C,20,,,
59321811,52874868,14,C,13,,,
59309948,52874869,45,C,23,,,
59321812,52874870,45,C,23,,,
59322185,52874871,49,C,20,0,N,
59315213,52874872,7,C,18,,,
59315214,52874872,5,C,18,,,
59312168,52874873,5,C,20,,,
59312169,52874874,14,C,13,,,
59316305,52874875,7,C,18,,,
59316306,52874875,5,C,18,,,
59322186,52874876,23,C,8,,,
59312170,52874877,49,C,20,0,F,
59312171,52874877,5,C,20,,,
59315215,52874878,45,C,23,,,
59365539,52913003,2,A,5,,,
59316373,52876948,40,C,23,,,
59313016,52876949,27,C,20,,,
59318411,52876950,51,C,20,,,
59313017,52876951,51,C,20,,,
59313018,52876952,5,C,22,,,
59316374,52876953,11,C,23,,,
59318412,52876954,49,C,20,0,N,
59318413,52876955,49,A,20,0,F,
59318414,52876955,5,C,20,,,
59313019,52876956,49,C,6,0,F,
59313020,52876956,5,C,6,,,
59322647,52876957,49,A,19,4,N,
59316375,52876958,41,C,20,,,
59331049,52876960,41,C,20,,,
59313021,52876961,45,C,20,,,
59316054,52876962,45,C,5,,,
59313022,52876963,49,C,20,0,N,
59322648,52876964,23,C,8,,,
59318415,52876965,51,C,20,,,
59313023,52876966,11,C,7,,,
59314365,52876967,51,C,11,,,
59322649,52876968,5,C,13,,,
59316377,52876969,45,C,6,,,
59316378,52876969,5,C,6,,,
59322650,52876970,51,C,22,,,
59331050,52876971,23,C,8,,,
59331051,52876972,16,C,24,,,
59316379,52876973,49,C,20,0,N,
59314366,52876974,5,C,18,,,
59318416,52876975,23,C,8,,,
59322611,52875966,45,C,20,,,
59312987,52875967,51,C,22,,,
59322612,52875968,51,C,25,,,
59317628,52875969,5,C,6,,,
59312988,52875970,49,C,20,0,N,
59312989,52875970,14,C,20,,,
59323006,52875971,51,C,18,,,
59313583,52875972,45,C,46,,,
59317629,52875973,5,C,46,,,
59316351,52875974,45,C,23,,,
59316028,52875975,23,C,23,,,
59323007,52875976,49,C,20,0,F,
59323008,52875976,5,C,20,,,
59313584,52875977,23,C,12,,,
59316352,52875978,45,C,8,,,
59316353,52875978,41,C,8,,,
59317630,52875979,23,C,24,,,
59322613,52875980,51,C,20,,,
59322614,52875980,5,C,20,,,
59316354,52875981,49,C,20,0,F,
59322615,52875982,51,C,20,,,
59313585,52875983,44,C,20,,,
59313586,52875983,5,A,13,,,
59322616,52875984,51,C,20,,,
59322617,52875985,5,C,4,,,
59316029,52875986,44,C,20,,,
59322618,52875987,16,C,18,,,
59322619,52875987,35,C,18,,,
59317631,52875988,16,C,13,,,
59317632,52875989,51,C,13,,,
59312990,52875990,40,A,20,,,
59323009,52875991,51,C,20,,,
59323010,52875991,5,C,20,,,
59317633,52875992,51,C,46,,,
59322620,52875993,27,C,20,,,
59312991,52875994,16,C,13,,,
59321738,52872901,49,C,20,0,N,
59305102,52872902,45,C,20,,,
59313145,52872903,44,C,22,,,
59306422,52872904,14,C,13,,,
59306423,52872904,5,C,13,,,
59315484,52872905,49,C,20,0,F,
59315485,52872905,5,C,20,,,
59315486,52872906,14,C,18,,,
59313146,52872907,23,C,7,,,
59332744,52882671,51,C,22,,,
59325824,52885635,45,C,20,,,
59333860,52885657,45,C,20,,,
59306397,52871920,23,C,8,,,
59307485,52871921,5,C,14,,,
59313111,52871922,45,C,18,,,
59313112,52871923,5,C,20,,,
59307486,52871924,45,C,23,,,
59322110,52871925,14,C,13,,,
59313113,52871926,45,C,23,,,
59307487,52871927,23,C,8,,,
59306398,52871928,45,C,20,,,
59306399,52871928,41,C,25,,,
59322111,52871929,7,C,13,,,
59307488,52871930,21,C,20,,,
59322112,52871931,45,C,13,,,
59309108,52871932,49,A,20,0,F,
59309109,52871932,5,C,20,,,
59305074,52871933,45,C,23,,,
59321715,52871934,49,C,20,0,N,
59322113,52871935,5,C,18,,,
59306400,52871936,49,A,20,0,F,
59306401,52871936,5,C,20,,,
59321716,52871937,16,C,13,,,
59307489,52871938,51,C,20,,,
59321717,52871939,14,C,18,,,
59321718,52871939,5,C,18,,,
59307490,52871941,5,C,20,,,
59306402,52871942,49,C,24,0,N,
59305075,52871943,5,C,20,,,
59322114,52871944,41,C,8,,,
59313114,52871945,49,C,4,0,F,
59313115,52871945,5,C,4,,,
59313116,52871946,14,C,20,,,
59313117,52871946,5,C,20,,,
59313118,52871947,51,C,22,,,
59313119,52871947,39,C,22,,,
59307491,52871948,44,C,20,,,
59322115,52871949,51,C,22,,,
