offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
52285565,46475772,1,5,48,M,1,,,,
52287274,46475882,1,5,34,M,1,,,,
52392335,46558533,1,5,50,M,1,,,,
52392344,46558541,1,4,,M,0,,,,
52289230,46478663,1,5,43,F,1,,,,
52313526,46496305,1,5,41,M,2,,,,
52313527,46496306,1,5,41,M,2,,,,
52313528,46496307,1,5,41,M,2,,,,
52289317,46478723,0,,,,,,,,
52289092,46477737,1,5,18,F,2,,,,
52294696,46482542,1,5,42,M,1,,,,
52294702,46482548,0,,,,,,,,
52289141,46477779,1,5,26,F,2,,,,
52257612,46451508,1,5,24,M,1,,,,
52257613,46451520,1,5,21,M,2,,,,
52257615,46451537,1,5,25,M,2,,,,
52257634,46452439,1,5,19,M,2,,,,
52257638,46452509,1,5,22,M,1,,,,
52257585,46451395,1,5,15,M,1,,,,
52257587,46451397,1,4,,M,1,,,,
52257589,46451397,3,5,31,M,1,,,,
52257588,46451397,2,5,38,M,1,,,,
52257593,46451399,3,4,,F,0,,,,
52257592,46451399,2,4,,M,0,,,,
52257591,46451399,1,4,,M,0,,,,
52257594,46451400,0,,,,,,,,
52257600,46451406,1,5,42,M,2,,,,
52257602,46451408,0,,,,,,,,
52257622,46452386,1,5,42,M,2,,,,
52257627,46452398,4,5,36,M,1,,,,
52257626,46452398,3,5,35,M,1,,,,
52257625,46452398,2,5,15,M,1,,,,
52257624,46452398,1,5,16,M,1,,,,
52257631,46452412,1,5,25,M,2,,,,
52257637,46452485,1,5,37,F,1,,,,
52420319,46579758,0,,,,,,,,
52298631,46485557,1,5,15,M,2,,,,
52304095,46489363,1,5,26,M,2,,,,
52390286,46556539,0,,,,,,,,
52379204,46547793,2,5,14,M,1,,,,
52379203,46547793,1,5,12,M,1,,,,
52306146,46491368,1,5,38,F,1,,,,
52272601,46465081,1,5,19,F,1,,,,
52272628,46465103,1,5,47,M,1,,,,
52272676,46465142,1,5,44,M,1,,,,
52270779,46464050,1,5,50,F,1,,,,
52270835,46464097,0,,,,,,,,
52270860,46464118,0,,,,,,,,
52270909,46464154,1,4,,U,0,,,,
52315401,46498165,1,4,,U,0,,,,
52278136,46469954,0,,,,,,,,
52272677,46465143,0,,,,,,,,
52272688,46465152,0,,,,,,,,
52272691,46465155,1,5,18,M,1,,,,
52272500,46464195,0,,,,,,,,
52298497,46484645,0,,,,,,,,
52335337,46513747,1,4,,U,0,,,,
52335439,46513831,1,4,,U,0,,,,
52278181,46469990,1,5,25,M,1,,,,
52276372,46468926,0,,,,,,,,
52277959,46468986,1,5,32,M,1,,,,
52315224,46497209,1,5,33,M,1,,,,
52335472,46513859,0,,,,,,,,
52333640,46512799,0,,,,,,,,
52276170,46467966,1,4,,U,0,,,,
52276196,46467986,0,,,,,,,,
52281850,46472848,1,5,13,M,1,,,,
52276359,46468103,0,,,,,,,,
52257641,46453352,2,5,33,M,2,,,,
52257640,46453352,1,5,28,F,2,,,,
52257642,46453353,0,,,,,,,,
52257645,46453369,2,5,40,M,1,,,,
52257644,46453369,1,5,30,M,1,,,,
52257646,46453374,1,4,,U,0,,,,
52257655,46453383,1,5,21,M,1,,,,
